"ProjectKey","SUT","Variant","Branch","IssueKey","Rule","Type","Severity","Line","Message","NormalizedMessage","Fingerprint","Effort","Debt","Status","Tags","ResultPath"
"zookeeper-snapshotcomparer-c1-production","SnapshotComparer","C1","experiment/snapshot-c1","AaARb43Vo1r9Pg2Q9qdG","java:S106","CODE_SMELL","MAJOR","533","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c1\sonar-production"
"zookeeper-snapshotcomparer-c1-production","SnapshotComparer","C1","experiment/snapshot-c1","AaARb43Vo1r9Pg2Q9qdH","java:S106","CODE_SMELL","MAJOR","555","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c1\sonar-production"
"zookeeper-snapshotcomparer-c1-production","SnapshotComparer","C1","experiment/snapshot-c1","AaARb43Uo1r9Pg2Q9qc1","java:S107","CODE_SMELL","MAJOR","569","Method has 8 parameters, which is greater than 7 authorized.","method has <n> parameters, which is greater than <n> authorized.","java:S107|method has <n> parameters, which is greater than <n> authorized.","20min","20min","OPEN","brain-overload","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c1\sonar-production"
"zookeeper-snapshotcomparer-c1-production","SnapshotComparer","C1","experiment/snapshot-c1","AaARb43Vo1r9Pg2Q9qdI","java:S106","CODE_SMELL","MAJOR","583","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c1\sonar-production"
"zookeeper-snapshotcomparer-c1-production","SnapshotComparer","C1","experiment/snapshot-c1","AaARb43Vo1r9Pg2Q9qdJ","java:S106","CODE_SMELL","MAJOR","600","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c1\sonar-production"
"zookeeper-snapshotcomparer-c1-production","SnapshotComparer","C1","experiment/snapshot-c1","AaARb43To1r9Pg2Q9qcw","java:S2293","CODE_SMELL","MINOR","625","Replace the type specification in this constructor call with the diamond operator (""<>"").","replace the type specification in this constructor call with the diamond operator (""<>"").","java:S2293|replace the type specification in this constructor call with the diamond operator (""<>"").","1min","1min","OPEN","clumsy","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c1\sonar-production"
"zookeeper-snapshotcomparer-c1-production","SnapshotComparer","C1","experiment/snapshot-c1","AaARb43To1r9Pg2Q9qcx","java:S2293","CODE_SMELL","MINOR","630","Replace the type specification in this constructor call with the diamond operator (""<>"").","replace the type specification in this constructor call with the diamond operator (""<>"").","java:S2293|replace the type specification in this constructor call with the diamond operator (""<>"").","1min","1min","OPEN","clumsy","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c1\sonar-production"
"zookeeper-snapshotcomparer-c1-production","SnapshotComparer","C1","experiment/snapshot-c1","AaARb43Vo1r9Pg2Q9qdK","java:S106","CODE_SMELL","MAJOR","634","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c1\sonar-production"
"zookeeper-snapshotcomparer-c1-production","SnapshotComparer","C1","experiment/snapshot-c1","AaARb43To1r9Pg2Q9qcy","java:S2293","CODE_SMELL","MINOR","691","Replace the type specification in this constructor call with the diamond operator (""<>"").","replace the type specification in this constructor call with the diamond operator (""<>"").","java:S2293|replace the type specification in this constructor call with the diamond operator (""<>"").","1min","1min","OPEN","clumsy","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c1\sonar-production"
"zookeeper-snapshotcomparer-c1-production","SnapshotComparer","C1","experiment/snapshot-c1","AaARb43Vo1r9Pg2Q9qdL","java:S3776","CODE_SMELL","CRITICAL","695","Refactor this method to reduce its Cognitive Complexity from 21 to the 15 allowed.","refactor this method to reduce its cognitive complexity from <n> to the <n> allowed.","java:S3776|refactor this method to reduce its cognitive complexity from <n> to the <n> allowed.","11min","11min","OPEN","brain-overload","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c1\sonar-production"
"zookeeper-snapshotcomparer-c1-production","SnapshotComparer","C1","experiment/snapshot-c1","AaARb43Uo1r9Pg2Q9qc0","java:S135","CODE_SMELL","MINOR","712","Reduce the total number of break and continue statements in this loop to use at most one.","reduce the total number of break and continue statements in this loop to use at most one.","java:S135|reduce the total number of break and continue statements in this loop to use at most one.","20min","20min","OPEN","brain-overload","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c1\sonar-production"
"zookeeper-snapshotcomparer-c1-production","SnapshotComparer","C1","experiment/snapshot-c1","AaARb43Vo1r9Pg2Q9qdM","java:S106","CODE_SMELL","MAJOR","741","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c1\sonar-production"
"zookeeper-snapshotcomparer-c1-production","SnapshotComparer","C1","experiment/snapshot-c1","AaARb43Uo1r9Pg2Q9qcz","java:S1192","CODE_SMELL","CRITICAL","820","Use already-defined constant 'RIGHT_OPTION' instead of duplicating its value here.","use already-defined constant 'right_option' instead of duplicating its value here.","java:S1192|use already-defined constant 'right_option' instead of duplicating its value here.","4min","4min","OPEN","design","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c1\sonar-production"
"zookeeper-snapshotcomparer-c1-production","SnapshotComparer","C1","experiment/snapshot-c1","AaARb43Vo1r9Pg2Q9qdR","java:S106","CODE_SMELL","MAJOR","840","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c1\sonar-production"
"zookeeper-snapshotcomparer-c1-production","SnapshotComparer","C1","experiment/snapshot-c1","AaARb43Vo1r9Pg2Q9qdT","java:S106","CODE_SMELL","MAJOR","879","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c1\sonar-production"
"zookeeper-snapshotcomparer-c1-production","SnapshotComparer","C1","experiment/snapshot-c1","AaARb43Uo1r9Pg2Q9qc2","java:S106","CODE_SMELL","MAJOR","159","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c1\sonar-production"
"zookeeper-snapshotcomparer-c1-production","SnapshotComparer","C1","experiment/snapshot-c1","AaARb43Uo1r9Pg2Q9qc3","java:S106","CODE_SMELL","MAJOR","164","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c1\sonar-production"
"zookeeper-snapshotcomparer-c1-production","SnapshotComparer","C1","experiment/snapshot-c1","AaARb43Uo1r9Pg2Q9qc4","java:S106","CODE_SMELL","MAJOR","165","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c1\sonar-production"
"zookeeper-snapshotcomparer-c1-production","SnapshotComparer","C1","experiment/snapshot-c1","AaARb43Uo1r9Pg2Q9qc9","java:S100","CODE_SMELL","MINOR","361","Rename this method name to match the regular expression '^[a-z][a-zA-Z0-9]*$'.","rename this method name to match the regular expression '^[a-z][a-za-z<n>-<n>]*$'.","java:S100|rename this method name to match the regular expression '^[a-z][a-za-z<n>-<n>]*$'.","5min","5min","OPEN","convention","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c1\sonar-production"
"zookeeper-snapshotcomparer-c1-production","SnapshotComparer","C1","experiment/snapshot-c1","AaARb43To1r9Pg2Q9qcv","java:S112","CODE_SMELL","MAJOR","373","Define and throw a dedicated exception instead of using a generic one.","define and throw a dedicated exception instead of using a generic one.","java:S112|define and throw a dedicated exception instead of using a generic one.","20min","20min","OPEN","cert;cwe;error-handling","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c1\sonar-production"
"zookeeper-snapshotcomparer-c1-production","SnapshotComparer","C1","experiment/snapshot-c1","AaARb43Wo1r9Pg2Q9qdU","java:S3398","CODE_SMELL","MINOR","373","Move this method into ""TreeInfo"".","move this method into ""treeinfo"".","java:S3398|move this method into ""treeinfo"".","5min","5min","OPEN","confusing","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c1\sonar-production"
"zookeeper-snapshotcomparer-c1-production","SnapshotComparer","C1","experiment/snapshot-c1","AaARb43Vo1r9Pg2Q9qdN","java:S106","CODE_SMELL","MAJOR","751","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c1\sonar-production"
"zookeeper-snapshotcomparer-c1-production","SnapshotComparer","C1","experiment/snapshot-c1","AaARb43Vo1r9Pg2Q9qdO","java:S106","CODE_SMELL","MAJOR","763","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c1\sonar-production"
"zookeeper-snapshotcomparer-c1-production","SnapshotComparer","C1","experiment/snapshot-c1","AaARb43Vo1r9Pg2Q9qdP","java:S106","CODE_SMELL","MAJOR","775","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c1\sonar-production"
"zookeeper-snapshotcomparer-c1-production","SnapshotComparer","C1","experiment/snapshot-c1","AaARb43Vo1r9Pg2Q9qdQ","java:S106","CODE_SMELL","MAJOR","838","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c1\sonar-production"
"zookeeper-snapshotcomparer-c1-production","SnapshotComparer","C1","experiment/snapshot-c1","AaARb43Vo1r9Pg2Q9qdS","java:S106","CODE_SMELL","MAJOR","873","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c1\sonar-production"
"zookeeper-snapshotcomparer-c2-production","SnapshotComparer","C2","experiment/snapshot-c2","AaARd5XHo1r9Pg2Q9qg-","java:S1128","CODE_SMELL","MINOR","39","Remove this unnecessary import: same package classes are always implicitly imported.","remove this unnecessary import: same package classes are always implicitly imported.","java:S1128|remove this unnecessary import: same package classes are always implicitly imported.","2min","2min","OPEN","unused","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c2\sonar-production"
"zookeeper-snapshotcomparer-c2-production","SnapshotComparer","C2","experiment/snapshot-c2","AaARd5XHo1r9Pg2Q9qg_","java:S1128","CODE_SMELL","MINOR","40","Remove this unnecessary import: same package classes are always implicitly imported.","remove this unnecessary import: same package classes are always implicitly imported.","java:S1128|remove this unnecessary import: same package classes are always implicitly imported.","2min","2min","OPEN","unused","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c2\sonar-production"
"zookeeper-snapshotcomparer-c2-production","SnapshotComparer","C2","experiment/snapshot-c2","AaARd5XHo1r9Pg2Q9qhA","java:S1128","CODE_SMELL","MINOR","41","Remove this unnecessary import: same package classes are always implicitly imported.","remove this unnecessary import: same package classes are always implicitly imported.","java:S1128|remove this unnecessary import: same package classes are always implicitly imported.","2min","2min","OPEN","unused","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c2\sonar-production"
"zookeeper-snapshotcomparer-c2-production","SnapshotComparer","C2","experiment/snapshot-c2","AaARd5XHo1r9Pg2Q9qgo","java:S106","CODE_SMELL","MAJOR","192","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c2\sonar-production"
"zookeeper-snapshotcomparer-c2-production","SnapshotComparer","C2","experiment/snapshot-c2","AaARd5XHo1r9Pg2Q9qgq","java:S106","CODE_SMELL","MAJOR","311","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c2\sonar-production"
"zookeeper-snapshotcomparer-c2-production","SnapshotComparer","C2","experiment/snapshot-c2","AaARd5XHo1r9Pg2Q9qgr","java:S106","CODE_SMELL","MAJOR","373","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c2\sonar-production"
"zookeeper-snapshotcomparer-c2-production","SnapshotComparer","C2","experiment/snapshot-c2","AaARd5XHo1r9Pg2Q9qgs","java:S106","CODE_SMELL","MAJOR","389","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c2\sonar-production"
"zookeeper-snapshotcomparer-c2-production","SnapshotComparer","C2","experiment/snapshot-c2","AaARd5XHo1r9Pg2Q9qgt","java:S106","CODE_SMELL","MAJOR","425","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c2\sonar-production"
"zookeeper-snapshotcomparer-c2-production","SnapshotComparer","C2","experiment/snapshot-c2","AaARd5XHo1r9Pg2Q9qgu","java:S106","CODE_SMELL","MAJOR","439","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c2\sonar-production"
"zookeeper-snapshotcomparer-c2-production","SnapshotComparer","C2","experiment/snapshot-c2","AaARd5XHo1r9Pg2Q9qgh","java:S1192","CODE_SMELL","CRITICAL","440","Define a constant instead of duplicating this literal ""Analysis for depth %d"" 3 times.","define a constant instead of duplicating this literal ""analysis for depth %d"" <n> times.","java:S1192|define a constant instead of duplicating this literal ""analysis for depth %d"" <n> times.","8min","8min","OPEN","design","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c2\sonar-production"
"zookeeper-snapshotcomparer-c2-production","SnapshotComparer","C2","experiment/snapshot-c2","AaARd5XHo1r9Pg2Q9qgv","java:S106","CODE_SMELL","MAJOR","472","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c2\sonar-production"
"zookeeper-snapshotcomparer-c2-production","SnapshotComparer","C2","experiment/snapshot-c2","AaARd5XHo1r9Pg2Q9qgw","java:S106","CODE_SMELL","MAJOR","487","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c2\sonar-production"
"zookeeper-snapshotcomparer-c2-production","SnapshotComparer","C2","experiment/snapshot-c2","AaARd5XHo1r9Pg2Q9qgx","java:S106","CODE_SMELL","MAJOR","511","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c2\sonar-production"
"zookeeper-snapshotcomparer-c2-production","SnapshotComparer","C2","experiment/snapshot-c2","AaARd5XHo1r9Pg2Q9qgy","java:S106","CODE_SMELL","MAJOR","516","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c2\sonar-production"
"zookeeper-snapshotcomparer-c2-production","SnapshotComparer","C2","experiment/snapshot-c2","AaARd5XHo1r9Pg2Q9qgz","java:S106","CODE_SMELL","MAJOR","520","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c2\sonar-production"
"zookeeper-snapshotcomparer-c2-production","SnapshotComparer","C2","experiment/snapshot-c2","AaARd5XHo1r9Pg2Q9qgk","java:S107","CODE_SMELL","MAJOR","527","Method has 8 parameters, which is greater than 7 authorized.","method has <n> parameters, which is greater than <n> authorized.","java:S107|method has <n> parameters, which is greater than <n> authorized.","20min","20min","OPEN","brain-overload","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c2\sonar-production"
"zookeeper-snapshotcomparer-c2-production","SnapshotComparer","C2","experiment/snapshot-c2","AaARd5XHo1r9Pg2Q9qg0","java:S106","CODE_SMELL","MAJOR","541","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c2\sonar-production"
"zookeeper-snapshotcomparer-c2-production","SnapshotComparer","C2","experiment/snapshot-c2","AaARd5XHo1r9Pg2Q9qg1","java:S106","CODE_SMELL","MAJOR","549","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c2\sonar-production"
"zookeeper-snapshotcomparer-c2-production","SnapshotComparer","C2","experiment/snapshot-c2","AaARd5XHo1r9Pg2Q9qg2","java:S106","CODE_SMELL","MAJOR","564","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c2\sonar-production"
"zookeeper-snapshotcomparer-c2-production","SnapshotComparer","C2","experiment/snapshot-c2","AaARd5XGo1r9Pg2Q9qgf","java:S2293","CODE_SMELL","MINOR","589","Replace the type specification in this constructor call with the diamond operator (""<>"").","replace the type specification in this constructor call with the diamond operator (""<>"").","java:S2293|replace the type specification in this constructor call with the diamond operator (""<>"").","1min","1min","OPEN","clumsy","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c2\sonar-production"
"zookeeper-snapshotcomparer-c2-production","SnapshotComparer","C2","experiment/snapshot-c2","AaARd5XHo1r9Pg2Q9qgg","java:S2293","CODE_SMELL","MINOR","594","Replace the type specification in this constructor call with the diamond operator (""<>"").","replace the type specification in this constructor call with the diamond operator (""<>"").","java:S2293|replace the type specification in this constructor call with the diamond operator (""<>"").","1min","1min","OPEN","clumsy","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c2\sonar-production"
"zookeeper-snapshotcomparer-c2-production","SnapshotComparer","C2","experiment/snapshot-c2","AaARd5XHo1r9Pg2Q9qg3","java:S106","CODE_SMELL","MAJOR","598","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c2\sonar-production"
"zookeeper-snapshotcomparer-c2-production","SnapshotComparer","C2","experiment/snapshot-c2","AaARd5XHo1r9Pg2Q9qgj","java:S135","CODE_SMELL","MINOR","675","Reduce the total number of break and continue statements in this loop to use at most one.","reduce the total number of break and continue statements in this loop to use at most one.","java:S135|reduce the total number of break and continue statements in this loop to use at most one.","20min","20min","OPEN","brain-overload","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c2\sonar-production"
"zookeeper-snapshotcomparer-c2-production","SnapshotComparer","C2","experiment/snapshot-c2","AaARd5XHo1r9Pg2Q9qg4","java:S106","CODE_SMELL","MAJOR","704","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c2\sonar-production"
"zookeeper-snapshotcomparer-c2-production","SnapshotComparer","C2","experiment/snapshot-c2","AaARd5XHo1r9Pg2Q9qg5","java:S106","CODE_SMELL","MAJOR","750","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c2\sonar-production"
"zookeeper-snapshotcomparer-c2-production","SnapshotComparer","C2","experiment/snapshot-c2","AaARd5XHo1r9Pg2Q9qgi","java:S1192","CODE_SMELL","CRITICAL","779","Use already-defined constant 'RIGHT_OPTION' instead of duplicating its value here.","use already-defined constant 'right_option' instead of duplicating its value here.","java:S1192|use already-defined constant 'right_option' instead of duplicating its value here.","4min","4min","OPEN","design","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c2\sonar-production"
"zookeeper-snapshotcomparer-c2-production","SnapshotComparer","C2","experiment/snapshot-c2","AaARd5XHo1r9Pg2Q9qg7","java:S106","CODE_SMELL","MAJOR","805","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c2\sonar-production"
"zookeeper-snapshotcomparer-c2-production","SnapshotComparer","C2","experiment/snapshot-c2","AaARd5XHo1r9Pg2Q9qg9","java:S106","CODE_SMELL","MAJOR","844","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c2\sonar-production"
"zookeeper-snapshotcomparer-c2-production","SnapshotComparer","C2","experiment/snapshot-c2","AaARd5XHo1r9Pg2Q9qgl","java:S106","CODE_SMELL","MAJOR","171","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c2\sonar-production"
"zookeeper-snapshotcomparer-c2-production","SnapshotComparer","C2","experiment/snapshot-c2","AaARd5XHo1r9Pg2Q9qgm","java:S106","CODE_SMELL","MAJOR","176","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c2\sonar-production"
"zookeeper-snapshotcomparer-c2-production","SnapshotComparer","C2","experiment/snapshot-c2","AaARd5XHo1r9Pg2Q9qgn","java:S106","CODE_SMELL","MAJOR","177","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c2\sonar-production"
"zookeeper-snapshotcomparer-c2-production","SnapshotComparer","C2","experiment/snapshot-c2","AaARd5XHo1r9Pg2Q9qgp","java:S1075","CODE_SMELL","MINOR","234","Remove this hard-coded path-delimiter.","remove this hard-coded path-delimiter.","java:S1075|remove this hard-coded path-delimiter.","20min","20min","OPEN","android;cert","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c2\sonar-production"
"zookeeper-snapshotcomparer-c2-production","SnapshotComparer","C2","experiment/snapshot-c2","AaARd5XGo1r9Pg2Q9qge","java:S112","CODE_SMELL","MAJOR","360","Define and throw a dedicated exception instead of using a generic one.","define and throw a dedicated exception instead of using a generic one.","java:S112|define and throw a dedicated exception instead of using a generic one.","20min","20min","OPEN","cert;cwe;error-handling","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c2\sonar-production"
"zookeeper-snapshotcomparer-c2-production","SnapshotComparer","C2","experiment/snapshot-c2","AaARd5XHo1r9Pg2Q9qhB","java:S3398","CODE_SMELL","MINOR","360","Move this method into ""TreeInfo"".","move this method into ""treeinfo"".","java:S3398|move this method into ""treeinfo"".","5min","5min","OPEN","confusing","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c2\sonar-production"
"zookeeper-snapshotcomparer-c2-production","SnapshotComparer","C2","experiment/snapshot-c2","AaARd5XHo1r9Pg2Q9qg6","java:S106","CODE_SMELL","MAJOR","803","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c2\sonar-production"
"zookeeper-snapshotcomparer-c2-production","SnapshotComparer","C2","experiment/snapshot-c2","AaARd5XHo1r9Pg2Q9qg8","java:S106","CODE_SMELL","MAJOR","838","Replace this use of System.out or System.err by a logger.","replace this use of system.out or system.err by a logger.","java:S106|replace this use of system.out or system.err by a logger.","10min","10min","OPEN","bad-practice;cert;owasp-a3","C:\Users\casol\Desktop\zookeeper-metrics\snapshotcomparer\c2\sonar-production"
